Va_rms_pre,Va_rms_flt,Vb_rms_flt,Vc_rms_flt,Va_sag,Vb_sag,Vc_sag,Ia_rms_flt,Ib_rms_flt,Ic_rms_flt,Ia_peak,Ib_peak,Ic_peak,I_max_peak,Va_H2,Va_H3,Va_H5,Ia_H2,Ia_H3,Ib_H2,Ib_H3,Va_thd,Ia_thd,V0_ratio,V2_ratio,V_imbalance,I_imbalance,Ib_Ia_ratio,Ic_Ia_ratio,fault_bus,fault_type,label,Rf_pu
1.03265,1.00683,0.65241,0.65264,0.025,0.36813,0.36823,0.30055,0.72901,0.68792,0.43234,1.12749,1.03551,1.12749,0.00038,0.00021,9e-05,0.00064,0.00123,0.09709,0.00112,0.00102,0.00413,0.0,0.0,0.30651,0.47502,2.42559,2.28888,3,Line_to_Line,3,0.001129
1.03296,1.00678,0.65246,0.65272,0.02535,0.36865,0.36825,0.29977,0.72853,0.68829,0.43356,1.13637,1.03032,1.13637,0.00032,0.00134,0.00034,0.00131,0.00117,0.09804,0.00102,0.0021,0.00349,0.0,0.0,0.30639,0.47611,2.4303,2.29607,3,Line_to_Line,3,0.001274
1.03291,1.00628,0.65307,0.65273,0.02578,0.36786,0.36831,0.29984,0.72834,0.68777,0.43022,1.12391,1.02754,1.12391,0.00037,0.00061,0.0005,0.00215,0.00178,0.09802,6e-05,0.00116,0.00478,0.0,0.0,0.30568,0.47579,2.42912,2.29381,3,Line_to_Line,3,0.001438
1.03207,1.00649,0.65255,0.65295,0.02479,0.36828,0.36798,0.30049,0.72841,0.68785,0.43042,1.12878,1.02903,1.12878,0.00043,0.00038,0.00026,0.00062,0.00084,0.09789,0.00081,0.0008,0.00346,0.0,0.0,0.306,0.4749,2.42409,2.28912,3,Line_to_Line,3,0.001624
1.03308,1.00643,0.6528,0.65228,0.02579,0.36765,0.36855,0.30016,0.72794,0.68759,0.43195,1.12213,1.02494,1.12213,0.00061,0.00065,0.00012,0.00077,0.00061,0.0973,0.00057,0.0013,0.00462,0.0,0.0,0.3062,0.47515,2.42518,2.29075,3,Line_to_Line,3,0.001833
1.0329,1.00626,0.6524,0.65294,0.02579,0.36857,0.36791,0.29945,0.72794,0.68804,0.43567,1.12442,1.02999,1.12442,0.00019,0.00064,0.00022,0.00123,0.0026,0.0977,0.00109,0.00131,0.0051,0.0,0.0,0.30592,0.4763,2.43087,2.29763,3,Line_to_Line,3,0.002069
1.03321,1.00628,0.6531,0.65289,0.02606,0.36765,0.36763,0.30009,0.728,0.68802,0.43855,1.13178,1.03496,1.13178,0.00043,0.0003,0.00034,0.00278,0.00034,0.09687,0.00076,0.00123,0.00541,0.0,0.0,0.30557,0.47539,2.42589,2.29268,3,Line_to_Line,3,0.002336
1.03256,1.00645,0.65297,0.65265,0.02528,0.36766,0.36839,0.29971,0.72862,0.68811,0.4326,1.12735,1.03089,1.12735,0.00032,0.00027,0.0003,0.00152,0.00062,0.09804,0.00018,0.00156,0.00501,0.0,0.0,0.30591,0.47617,2.43113,2.29594,3,Line_to_Line,3,0.002637
1.03222,1.00588,0.6528,0.65262,0.02552,0.36783,0.36808,0.29972,0.72854,0.6885,0.43782,1.12762,1.02976,1.12762,0.00036,0.00074,0.0002,0.00148,0.00026,0.0978,0.00035,0.00148,0.0044,0.0,0.0,0.3056,0.47625,2.43075,2.29717,3,Line_to_Line,3,0.002976
1.03287,1.00601,0.65316,0.65313,0.02601,0.36735,0.3677,0.30033,0.72867,0.688,0.43416,1.1364,1.02893,1.1364,6e-05,0.00073,0.00023,0.00091,0.00065,0.09797,0.00055,0.00131,0.00335,0.0,0.0,0.3052,0.47526,2.42625,2.29085,3,Line_to_Line,3,0.00336
1.03254,1.00699,0.6528,0.65258,0.02474,0.36805,0.36819,0.30027,0.7288,0.688,0.43277,1.12762,1.02858,1.12762,0.00044,0.00017,0.00021,0.00247,0.0026,0.09735,0.00057,0.00097,0.00473,0.0,0.0,0.30644,0.47538,2.42717,2.29128,3,Line_to_Line,3,0.003793
1.03278,1.00638,0.65236,0.65308,0.02556,0.36853,0.36781,0.30009,0.72826,0.68819,0.4362,1.12535,1.02662,1.12535,0.00054,0.00069,0.00016,0.00177,0.00084,0.09737,0.00028,0.00167,0.0044,0.0,0.0,0.30596,0.47553,2.42678,2.29327,3,Line_to_Line,3,0.004281
1.03299,1.00652,0.65278,0.65305,0.02563,0.36816,0.36761,0.29981,0.72823,0.68792,0.43339,1.12961,1.02887,1.12961,0.00094,8e-05,0.00036,0.00148,0.00073,0.09786,0.0004,0.00141,0.00301,0.0,0.0,0.30584,0.47585,2.42898,2.29452,3,Line_to_Line,3,0.004833
1.03185,1.00692,0.65269,0.65215,0.02416,0.36821,0.3688,0.29985,0.72822,0.6875,0.43172,1.13116,1.02887,1.13116,4e-05,0.00024,0.00035,0.00137,0.00126,0.09741,0.00049,0.00127,0.00489,0.0,0.0,0.3067,0.47566,2.42861,2.29281,3,Line_to_Line,3,0.005456
1.03281,1.00629,0.65293,0.65301,0.02567,0.36792,0.3679,0.29997,0.72848,0.68806,0.43058,1.1252,1.02902,1.1252,0.00024,0.00039,0.00013,0.00103,0.00093,0.09746,0.0001,0.00135,0.00432,0.0,0.0,0.30561,0.47573,2.42849,2.29376,3,Line_to_Line,3,0.006158
1.03246,1.00693,0.65272,0.65285,0.02473,0.3678,0.36813,0.29994,0.72811,0.68781,0.43095,1.12858,1.02854,1.12858,0.00067,7e-05,0.00035,0.00118,0.00158,0.09736,0.00059,0.0013,0.00345,0.0,0.0,0.30628,0.47558,2.4275,2.29312,3,Line_to_Line,3,0.006952
1.03256,1.00665,0.65271,0.65318,0.02509,0.36823,0.36782,0.29996,0.72828,0.68763,0.43053,1.13116,1.02837,1.13116,0.00037,0.0006,0.00021,0.00116,0.00167,0.09834,0.00053,0.00123,0.00488,0.0,0.0,0.3059,0.47556,2.42794,2.29244,3,Line_to_Line,3,0.007848
1.0328,1.00599,0.65321,0.65294,0.02596,0.36748,0.36766,0.30012,0.72832,0.68833,0.43002,1.13199,1.0298,1.13199,9e-05,0.0002,0.00033,0.0022,0.00091,0.09783,0.00059,0.00119,0.00563,0.0,0.0,0.30528,0.47555,2.42677,2.2935,3,Line_to_Line,3,0.008859
1.03299,1.00621,0.65345,0.65318,0.02593,0.36711,0.36743,0.29994,0.72859,0.68845,0.43161,1.12997,1.03111,1.12997,6e-05,0.00039,0.00031,0.0014,0.00099,0.09787,0.00029,0.00148,0.0042,0.0,0.0,0.30516,0.47593,2.42911,2.29527,3,Line_to_Line,3,0.01
1.03213,1.00625,0.65312,0.65356,0.02507,0.36728,0.36724,0.29994,0.72818,0.68718,0.43095,1.12713,1.02906,1.12713,0.00057,0.00016,0.00096,0.00037,0.00113,0.09713,0.00038,0.0014,0.00515,0.0,0.0,0.30516,0.47541,2.42773,2.29102,3,Line_to_Line,3,0.011288
1.03262,1.00648,0.65235,0.65281,0.02531,0.36815,0.36796,0.3002,0.72847,0.68821,0.43701,1.1348,1.02737,1.1348,0.00022,0.00065,0.00054,0.00079,0.00103,0.09708,0.00022,0.00125,0.00483,0.0,0.0,0.30619,0.47544,2.42657,2.29246,3,Line_to_Line,3,0.012743
1.03291,1.00651,0.65288,0.65297,0.02557,0.36813,0.3676,0.30041,0.72844,0.68799,0.43011,1.13298,1.0323,1.13298,0.00042,0.00031,5e-05,0.00218,0.00036,0.09775,0.0006,0.00107,0.00427,0.0,0.0,0.30582,0.47507,2.42483,2.29018,3,Line_to_Line,3,0.014384
1.03266,1.00634,0.65258,0.65218,0.02548,0.3685,0.36889,0.3001,0.72861,0.68748,0.43513,1.12599,1.03082,1.12599,0.00019,3e-05,0.00019,0.00125,0.00183,0.09724,0.00063,0.0011,0.00449,0.0,0.0,0.30631,0.47541,2.4279,2.29083,3,Line_to_Line,3,0.016238
1.03292,1.0065,0.65289,0.65265,0.02558,0.36793,0.36781,0.30004,0.72865,0.68786,0.43388,1.12948,1.029,1.12948,0.00069,0.00038,0.00033,0.00157,0.00085,0.09728,0.00121,0.00138,0.00553,0.0,0.0,0.30599,0.47563,2.42855,2.2926,3,Line_to_Line,3,0.01833
1.03295,1.00613,0.65267,0.65241,0.02596,0.36829,0.36813,0.30014,0.72853,0.68787,0.43555,1.12982,1.02693,1.12982,0.00025,0.00105,0.0004,0.00265,0.00071,0.0977,3e-05,0.00156,0.00622,0.0,0.0,0.30598,0.47545,2.42734,2.29186,3,Line_to_Line,3,0.020691
1.03246,1.00641,0.65333,0.65217,0.02523,0.3674,0.36848,0.30009,0.72844,0.68781,0.4304,1.13195,1.0345,1.13195,0.00025,0.00032,0.00045,0.00258,0.00165,0.09729,0.00046,0.00125,0.00478,0.0,0.0,0.30594,0.47547,2.42737,2.29199,3,Line_to_Line,3,0.023357
1.03354,1.00622,0.65341,0.65231,0.02643,0.3672,0.36796,0.29993,0.72872,0.68786,0.43845,1.12423,1.03402,1.12423,0.0005,0.00016,0.00045,0.0003,0.00279,0.09724,0.00073,0.00142,0.00459,0.0,0.0,0.30568,0.4758,2.42964,2.29341,3,Line_to_Line,3,0.026367
1.03327,1.00653,0.65271,0.65258,0.02588,0.3678,0.36818,0.30029,0.7287,0.68787,0.43934,1.12807,1.02932,1.12807,0.00019,0.00047,0.00039,0.00144,0.00117,0.09751,0.00038,0.00085,0.00406,0.0,0.0,0.30615,0.47529,2.4267,2.29071,3,Line_to_Line,3,0.029764
1.0329,1.00676,0.6533,0.65336,0.02531,0.36734,0.36736,0.29978,0.72887,0.68761,0.43095,1.13017,1.02904,1.13017,0.00022,0.00069,0.00024,0.00058,0.00052,0.09692,0.00031,0.00128,0.00447,0.0,0.0,0.30555,0.47598,2.43132,2.29369,3,Line_to_Line,3,0.033598
1.03256,1.0063,0.65271,0.65252,0.02543,0.36825,0.36809,0.29991,0.72815,0.68776,0.43233,1.12703,1.02929,1.12703,0.00045,0.00032,0.00046,0.00038,0.00048,0.09706,0.00052,0.00123,0.00452,0.0,0.0,0.30602,0.47562,2.42788,2.29318,3,Line_to_Line,3,0.037927
1.03259,1.0062,0.65279,0.65254,0.02555,0.36789,0.36822,0.30037,0.72858,0.68758,0.43219,1.1244,1.03004,1.1244,0.00013,0.00064,0.00016,0.00092,0.00171,0.09708,0.00061,0.00129,0.00482,0.0,0.0,0.30589,0.47505,2.42565,2.28913,3,Line_to_Line,3,0.042813
1.03362,1.00612,0.65271,0.65238,0.02661,0.36801,0.36849,0.29997,0.72853,0.68796,0.43636,1.12772,1.02924,1.12772,0.00064,0.00013,0.00057,0.00078,0.00124,0.09758,0.00092,0.00145,0.00396,0.0,0.0,0.30596,0.47571,2.42865,2.2934,3,Line_to_Line,3,0.048329
1.03228,1.0062,0.6532,0.65251,0.02527,0.36758,0.36861,0.2999,0.72844,0.688,0.43879,1.12595,1.02685,1.12595,0.00053,0.0002,0.00025,0.00056,0.00012,0.09726,0.00013,0.00122,0.00515,0.0,0.0,0.30567,0.4758,2.42893,2.29411,3,Line_to_Line,3,0.054556
1.033,1.00625,0.65282,0.65272,0.02589,0.36782,0.36776,0.29969,0.72866,0.68803,0.43502,1.1314,1.03488,1.1314,0.00071,0.00021,0.00045,0.00085,0.00119,0.09738,0.00045,0.00133,0.00363,0.0,0.0,0.30581,0.47619,2.4314,2.29584,3,Line_to_Line,3,0.061585
1.0331,1.00635,0.65296,0.65275,0.02589,0.3675,0.36795,0.30003,0.72781,0.68797,0.43553,1.13088,1.02814,1.13088,0.00043,0.00071,0.00049,0.00252,0.00192,0.0974,0.00012,0.00138,0.00453,0.0,0.0,0.30578,0.47541,2.42578,2.293,3,Line_to_Line,3,0.069519
1.03309,1.00615,0.65273,0.65325,0.02608,0.36827,0.36747,0.30032,0.72884,0.68806,0.42819,1.12462,1.02954,1.12462,0.00027,0.00019,0.00044,0.00103,0.00236,0.09697,0.00013,0.00125,0.00498,0.0,0.0,0.30548,0.47534,2.42691,2.29111,3,Line_to_Line,3,0.078476
1.03345,1.00668,0.65265,0.65245,0.0259,0.36799,0.36839,0.29998,0.72866,0.68809,0.43112,1.13427,1.02575,1.13427,0.00041,0.00038,0.00023,0.00214,0.0021,0.09698,0.00081,0.00146,0.00608,0.0,0.0,0.30637,0.47578,2.42904,2.29379,3,Line_to_Line,3,0.088587
1.03277,1.0066,0.65251,0.65316,0.02534,0.3683,0.36771,0.29981,0.72837,0.68783,0.42997,1.12651,1.02801,1.12651,0.00023,0.0007,0.00079,0.00264,0.00222,0.09721,0.00053,0.00137,0.00548,0.0,0.0,0.30599,0.47586,2.42947,2.29423,3,Line_to_Line,3,0.1
1.03295,1.00597,0.65302,0.65322,0.02611,0.36807,0.36768,0.30012,0.72831,0.68719,0.4312,1.13085,1.02486,1.13085,0.00061,0.00063,0.00019,0.00042,0.00048,0.09749,0.00112,0.00161,0.00448,0.0,0.0,0.30521,0.4752,2.42672,2.28972,4,Line_to_Line,3,0.0
1.03256,1.00625,0.65322,0.65299,0.02548,0.36754,0.36754,0.2999,0.72839,0.68772,0.43119,1.12649,1.02595,1.12649,0.00049,0.00027,0.00029,0.00172,0.00075,0.09732,0.00068,0.00104,0.00376,0.0,0.0,0.30543,0.4757,2.42877,2.29314,4,Line_to_Line,3,0.001
1.0329,1.00653,0.65281,0.65328,0.02552,0.36795,0.36738,0.29993,0.7286,0.68775,0.43273,1.12426,1.02687,1.12426,0.00035,0.00033,0.00032,0.00166,0.00252,0.09756,8e-05,0.0013,0.0037,0.0,0.0,0.30571,0.47573,2.42925,2.29303,4,Line_to_Line,3,0.001129
1.03291,1.00645,0.65303,0.65303,0.02562,0.36775,0.36764,0.30018,0.72844,0.68789,0.43638,1.12954,1.03067,1.12954,0.00035,0.00016,5e-05,0.00109,0.00055,0.0976,0.00016,0.00116,0.00463,0.0,0.0,0.30566,0.47537,2.4267,2.29162,4,Line_to_Line,3,0.001274
1.03259,1.00661,0.65307,0.65413,0.02516,0.36758,0.36646,0.29968,0.72881,0.68754,0.43201,1.13423,1.02839,1.13423,6e-05,0.00037,0.00064,0.00127,0.00162,0.09727,0.00084,0.00162,0.00317,0.0,0.0,0.30513,0.4761,2.43198,2.29425,4,Line_to_Line,3,0.001438
1.0331,1.00637,0.65279,0.65396,0.02586,0.36815,0.36666,0.29985,0.7286,0.68768,0.4324,1.12447,1.0394,1.12447,0.00031,0.00045,0.00069,0.00211,0.00105,0.09774,0.00031,0.0015,0.00449,0.0,0.0,0.30521,0.47582,2.42987,2.29341,4,Line_to_Line,3,0.001624
1.03336,1.00661,0.65285,0.65322,0.02589,0.36801,0.36764,0.30024,0.72831,0.68773,0.43515,1.13086,1.03076,1.13086,0.00058,0.00012,0.00044,0.00275,0.00197,0.09755,0.00065,0.00112,0.00559,0.0,0.0,0.30577,0.47519,2.42575,2.2906,4,Line_to_Line,3,0.001833
1.03301,1.00687,0.65306,0.65321,0.0253,0.36753,0.36764,0.29993,0.72865,0.68752,0.43039,1.13064,1.02696,1.13064,0.00033,0.00078,0.00035,0.00224,0.00133,0.09738,0.00019,0.00155,0.00596,0.0,0.0,0.30585,0.47567,2.42937,2.29223,4,Line_to_Line,3,0.002069
1.03287,1.00627,0.65268,0.65312,0.02575,0.3679,0.36757,0.29969,0.72797,0.68767,0.42893,1.13071,1.02725,1.13071,0.0005,0.00022,0.00019,0.00111,0.00046,0.09729,0.00069,0.00163,0.00362,0.0,0.0,0.30568,0.47586,2.42907,2.2946,4,Line_to_Line,3,0.002336
1.03247,1.0065,0.65292,0.65326,0.02515,0.36775,0.36728,0.30048,0.72888,0.68794,0.43588,1.12814,1.0284,1.12814,0.00055,0.00043,0.00037,0.00261,0.00097,0.09814,0.00017,0.00143,0.00437,0.0,0.0,0.30563,0.47509,2.42575,2.28949,4,Line_to_Line,3,0.002637
1.03252,1.00623,0.65331,0.65276,0.02546,0.36725,0.36805,0.3006,0.72851,0.68776,0.43417,1.12748,1.02809,1.12748,0.00057,0.00043,0.00067,0.00218,0.00049,0.09797,0.00073,0.00144,0.00401,0.0,0.0,0.30549,0.47474,2.42351,2.28795,4,Line_to_Line,3,0.002976
1.03269,1.00675,0.65262,0.65345,0.02512,0.36824,0.36719,0.29962,0.72927,0.68784,0.42942,1.12497,1.02938,1.12497,0.00026,0.0002,0.00107,0.00123,0.00119,0.09752,0.00042,0.00173,0.00423,0.0,0.0,0.30587,0.4764,2.43394,2.29568,4,Line_to_Line,3,0.00336
1.03309,1.00686,0.6529,0.65282,0.0254,0.36766,0.36834,0.30025,0.72925,0.68775,0.43592,1.12769,1.02768,1.12769,0.00049,0.00029,0.0005,0.00172,0.00068,0.09805,0.00048,0.00142,0.00608,0.0,0.0,0.30615,0.47547,2.42881,2.29057,4,Line_to_Line,3,0.003793
1.03264,1.0063,0.65341,0.65342,0.02551,0.36736,0.36732,0.29978,0.72819,0.68774,0.43301,1.12589,1.03304,1.12589,0.00026,0.00017,0.00015,0.00151,0.00147,0.09763,0.00055,0.00124,0.00354,0.0,0.0,0.30511,0.47581,2.42904,2.29412,4,Line_to_Line,3,0.004281
1.03254,1.00611,0.65262,0.65281,0.0256,0.36792,0.36781,0.30018,0.72864,0.68789,0.43364,1.12342,1.03107,1.12342,8e-05,8e-05,0.00015,0.0017,0.00143,0.09808,0.00063,0.00088,0.00489,0.0,0.0,0.30577,0.47542,2.4273,2.29154,4,Line_to_Line,3,0.004833
1.03313,1.00637,0.65301,0.65316,0.0259,0.36812,0.36776,0.2996,0.72855,0.68736,0.433,1.13433,1.03495,1.13433,0.00047,0.00039,0.00064,0.00127,0.00092,0.09803,0.00042,0.00143,0.00335,0.0,0.0,0.30553,0.47608,2.43176,2.29427,4,Line_to_Line,3,0.005456
1.03273,1.00656,0.65325,0.65273,0.02534,0.36737,0.36818,0.3001,0.72878,0.6881,0.44056,1.12556,1.03248,1.12556,0.0007,0.00016,0.00048,0.00123,0.00123,0.09753,0.00076,0.00137,0.00344,0.0,0.0,0.30578,0.47565,2.42847,2.29291,4,Line_to_Line,3,0.006158
1.03307,1.0063,0.65326,0.65295,0.02591,0.36755,0.36784,0.30074,0.72867,0.68791,0.43046,1.12722,1.03153,1.12722,0.00024,0.00034,0.00053,0.00098,0.00056,0.09736,0.0005,0.0012,0.00398,0.0,0.0,0.30546,0.47463,2.42291,2.28737,4,Line_to_Line,3,0.006952
1.0328,1.00705,0.65287,0.65287,0.02493,0.36786,0.3676,0.3,0.72849,0.68784,0.43378,1.1255,1.03074,1.1255,0.00064,0.00025,0.00044,0.00303,0.00051,0.09724,0.00068,0.0013,0.00496,0.0,0.0,0.30628,0.47563,2.42832,2.29281,4,Line_to_Line,3,0.007848
1.03275,1.00686,0.65308,0.65313,0.02507,0.36747,0.36774,0.29998,0.72864,0.68813,0.42944,1.12923,1.02522,1.12923,0.00043,0.00026,0.00054,0.00143,0.00238,0.09769,0.00067,0.00122,0.00475,0.0,0.0,0.30587,0.47579,2.42896,2.29393,4,Line_to_Line,3,0.008859
1.03316,1.00692,0.65321,0.65307,0.02539,0.36761,0.36758,0.30009,0.72842,0.68794,0.43351,1.12993,1.02898,1.12993,0.0002,9e-05,0.0006,0.00088,0.00111,0.09816,0.00152,0.00154,0.00474,0.0,0.0,0.30588,0.47551,2.42737,2.29246,4,Line_to_Line,3,0.01
1.03255,1.00625,0.65253,0.65263,0.02547,0.36818,0.36814,0.29985,0.72843,0.68809,0.43189,1.12524,1.03252,1.12524,0.00043,0.00035,0.00052,0.00175,0.00089,0.09684,0.00095,0.00133,0.00487,0.0,0.0,0.30602,0.47591,2.42935,2.29482,4,Line_to_Line,3,0.011288
1.03317,1.00661,0.65352,0.65322,0.02571,0.36746,0.36771,0.29993,0.72788,0.68735,0.4335,1.12886,1.03156,1.12886,0.00031,0.00052,0.00023,0.00174,0.00124,0.09773,0.00085,0.00129,0.00514,0.0,0.0,0.30539,0.47539,2.42681,2.29168,4,Line_to_Line,3,0.012743
1.03285,1.0062,0.65343,0.65271,0.02581,0.36743,0.36823,0.30011,0.72812,0.68747,0.43577,1.12944,1.02661,1.12944,0.00027,0.00033,0.00053,0.00098,0.00103,0.0973,0.0001,0.00122,0.00322,0.0,0.0,0.30543,0.47524,2.42617,2.29073,4,Line_to_Line,3,0.014384
1.0329,1.00659,0.65303,0.65292,0.02548,0.36789,0.3676,0.30005,0.72844,0.68744,0.43376,1.12978,1.02933,1.12978,0.00022,0.0003,0.00044,0.00114,0.00173,0.09703,0.00097,0.00105,0.00416,0.0,0.0,0.30582,0.47541,2.4277,2.29107,4,Line_to_Line,3,0.016238
1.03274,1.00653,0.65242,0.65378,0.02538,0.36819,0.36724,0.29955,0.72858,0.68808,0.42962,1.12865,1.029,1.12865,0.00029,0.0004,0.00038,0.0029,0.00101,0.09754,0.00067,0.00124,0.00478,0.0,0.0,0.30564,0.47637,2.43221,2.29704,4,Line_to_Line,3,0.01833
1.03351,1.00674,0.65296,0.65276,0.0259,0.36822,0.36837,0.29995,0.7286,0.68766,0.43092,1.12562,1.02907,1.12562,0.00015,0.00054,0.00026,0.00065,0.0005,0.09733,0.00046,0.00138,0.00342,0.0,0.0,0.30606,0.47567,2.42904,2.29256,4,Line_to_Line,3,0.020691
1.03227,1.00607,0.65349,0.65292,0.02538,0.36735,0.36775,0.2998,0.72802,0.68778,0.43017,1.128,1.02789,1.128,0.0004,0.00031,0.00085,0.00055,0.00121,0.09789,0.0008,0.00145,0.00428,0.0,0.0,0.30518,0.47575,2.42835,2.29412,4,Line_to_Line,3,0.023357
1.03267,1.00626,0.65317,0.65229,0.02558,0.36768,0.36881,0.30021,0.72874,0.68792,0.43644,1.13482,1.03412,1.13482,0.0005,0.00058,0.00028,0.00102,0.00106,0.09821,0.00086,0.00139,0.00321,0.0,0.0,0.30585,0.47542,2.42742,2.29144,4,Line_to_Line,3,0.026367
1.03304,1.00596,0.65262,0.65303,0.02622,0.36784,0.36753,0.29988,0.72824,0.68749,0.4337,1.13155,1.02677,1.13155,0.00032,0.00043,0.0002,0.00309,0.00189,0.09773,0.00056,0.00106,0.00539,0.0,0.0,0.30553,0.47561,2.42841,2.2925,4,Line_to_Line,3,0.029764
1.03274,1.00583,0.65328,0.65313,0.02605,0.36762,0.36768,0.30057,0.72857,0.6873,0.43444,1.12855,1.0276,1.12855,0.00041,0.00046,0.00048,0.00129,0.00136,0.09785,0.00083,0.00119,0.0036,0.0,0.0,0.30501,0.47466,2.42395,2.28667,4,Line_to_Line,3,0.033598
1.03279,1.00668,0.653,0.65264,0.02528,0.36774,0.36772,0.29982,0.72855,0.68789,0.43234,1.12967,1.02428,1.12967,0.00025,0.00082,0.00082,0.00235,0.00082,0.09767,0.0002,0.0017,0.00544,0.0,0.0,0.30606,0.47592,2.42996,2.29435,4,Line_to_Line,3,0.037927
1.03309,1.00666,0.65248,0.65323,0.02558,0.36846,0.36746,0.30019,0.72838,0.68769,0.43289,1.12558,1.03513,1.12558,0.00021,0.00032,0.00014,0.00147,0.00102,0.09727,0.00051,0.00126,0.00498,0.0,0.0,0.30602,0.47527,2.42638,2.2908,4,Line_to_Line,3,0.042813
1.03233,1.00677,0.6531,0.653,0.02476,0.36734,0.36762,0.29926,0.72754,0.68815,0.43106,1.12594,1.03077,1.12594,0.00041,0.00086,0.00034,0.00064,0.00202,0.09769,0.00105,0.00139,0.0036,0.0,0.0,0.30587,0.4765,2.43113,2.29948,4,Line_to_Line,3,0.048329
1.03325,1.00649,0.65342,0.65372,0.0259,0.36785,0.36697,0.30024,0.72891,0.68738,0.43084,1.12457,1.0264,1.12457,0.00049,0.00029,0.00029,0.00108,0.00151,0.09724,0.00029,0.00172,0.00396,0.0,0.0,0.30508,0.47526,2.42773,2.28942,4,Line_to_Line,3,0.054556
1.03233,1.00654,0.65291,0.65328,0.02498,0.36781,0.36707,0.30002,0.72878,0.68774,0.43234,1.12583,1.02596,1.12583,0.0004,0.00014,0.00063,0.00225,0.00227,0.09761,0.00048,0.00115,0.0048,0.0,0.0,0.30565,0.47565,2.42909,2.2923,4,Line_to_Line,3,0.061585
1.03301,1.00617,0.65309,0.65326,0.02598,0.36762,0.36747,0.30038,0.72822,0.68747,0.43528,1.12782,1.02658,1.12782,0.00036,0.00062,0.00025,0.0005,0.00216,0.09805,0.00066,0.00144,0.00471,0.0,0.0,0.30529,0.47488,2.42432,2.28867,4,Line_to_Line,3,0.069519
1.03278,1.00645,0.6528,0.65251,0.02549,0.36762,0.36795,0.29973,0.72871,0.68805,0.43355,1.13393,1.02917,1.13393,0.00049,0.00066,0.00015,0.00024,0.00085,0.09767,0.00072,0.00166,0.0042,0.0,0.0,0.30608,0.47614,2.43121,2.29554,4,Line_to_Line,3,0.078476
1.03217,1.00634,0.65298,0.65351,0.02503,0.36787,0.36763,0.29995,0.72875,0.68828,0.43559,1.12974,1.02671,1.12974,0.00026,0.00065,0.00026,0.00059,0.00069,0.09717,0.00075,0.0012,0.00398,0.0,0.0,0.30534,0.47592,2.42962,2.2947,4,Line_to_Line,3,0.088587
1.03329,1.00702,0.65311,0.65313,0.02542,0.36801,0.36765,0.29985,0.72857,0.68786,0.43501,1.12595,1.02767,1.12595,0.00032,0.00085,0.00028,0.00056,0.00099,0.09761,9e-05,0.00123,0.00582,0.0,0.0,0.30598,0.47587,2.42978,2.29404,4,Line_to_Line,3,0.1
1.03324,1.007,0.65494,0.65553,0.0254,0.36615,0.36551,0.30003,0.72823,0.68799,0.43245,1.12619,1.03058,1.12619,0.00021,0.00031,0.00033,0.00201,0.0023,0.09736,0.00026,0.00105,0.00563,0.0,0.0,0.30358,0.47554,2.42716,2.29302,5,Line_to_Line,3,0.0
1.03269,1.00646,0.65504,0.65504,0.02539,0.36609,0.36602,0.29989,0.72845,0.68729,0.43653,1.12997,1.02527,1.12997,0.00025,0.00025,0.00037,0.00075,0.00096,0.09767,0.00026,0.00125,0.00528,0.0,0.0,0.30341,0.4756,2.42905,2.2918,5,Line_to_Line,3,0.001
1.03275,1.00709,0.65541,0.65517,0.02485,0.36558,0.36595,0.30012,0.72829,0.68796,0.43187,1.13094,1.02512,1.13094,0.00025,0.00016,0.00057,0.00071,0.00206,0.09817,0.00032,0.00154,0.00495,0.0,0.0,0.30358,0.47543,2.42666,2.29227,5,Line_to_Line,3,0.001129
1.03271,1.00671,0.65501,0.65576,0.02517,0.36579,0.36484,0.2996,0.72904,0.68785,0.43169,1.13178,1.02378,1.13178,0.00032,0.00049,0.00037,2e-05,0.00112,0.0968,0.00105,0.00156,0.00307,0.0,0.0,0.3032,0.47638,2.43342,2.29593,5,Line_to_Line,3,0.001274
1.03261,1.00735,0.65544,0.65511,0.02446,0.36561,0.36552,0.29959,0.72897,0.68783,0.43372,1.12566,1.0287,1.12566,0.00072,0.00015,0.00075,0.00115,0.00249,0.09727,0.00094,0.00191,0.00407,0.0,0.0,0.30378,0.47636,2.43322,2.2959,5,Line_to_Line,3,0.001438
1.03296,1.00703,0.6546,0.65523,0.0251,0.36632,0.36551,0.3001,0.72772,0.68886,0.43224,1.13068,1.0333,1.13068,0.00061,0.00023,0.00065,0.00129,0.00173,0.09732,0.00037,0.00148,0.00468,0.0,0.0,0.30396,0.47556,2.4249,2.29543,5,Line_to_Line,3,0.001624
1.03244,1.00637,0.65514,0.65573,0.02525,0.36584,0.36534,0.29986,0.72864,0.68776,0.4282,1.12929,1.02798,1.12929,0.00023,0.00019,0.0001,0.00136,0.00132,0.09759,0.00048,0.00098,0.00401,0.0,0.0,0.30289,0.47584,2.42988,2.29356,5,Line_to_Line,3,0.001833
1.03278,1.00668,0.65489,0.6558,0.02527,0.36619,0.36494,0.29953,0.72809,0.68794,0.42848,1.12507,1.03043,1.12507,0.00067,0.00012,0.00069,0.00029,0.00116,0.09772,0.00079,0.00137,0.00465,0.0,0.0,0.30321,0.47621,2.43074,2.2967,5,Line_to_Line,3,0.002069
