Va_rms_pre,Va_rms_flt,Vb_rms_flt,Vc_rms_flt,Va_sag,Vb_sag,Vc_sag,Ia_rms_flt,Ib_rms_flt,Ic_rms_flt,Ia_peak,Ib_peak,Ic_peak,I_max_peak,Va_H2,Va_H3,Va_H5,Ia_H2,Ia_H3,Ib_H2,Ib_H3,Va_thd,Ia_thd,V0_ratio,V2_ratio,V_imbalance,I_imbalance,Ib_Ia_ratio,Ic_Ia_ratio,fault_bus,fault_type,label,Rf_pu
1.03292,0.05158,0.05204,0.0518,0.95007,0.94962,0.94984,0.79196,0.79126,0.79151,1.12976,1.12759,1.1235,1.12976,0.01143,0.01072,0.00673,0.00084,0.00014,0.00034,0.00047,0.02933,0.0017,0.0,0.0,0.00462,0.00049,0.99912,0.99943,5,Three_Phase,1,0.020691
1.03259,0.0519,0.05217,0.05197,0.94974,0.94948,0.94966,0.79222,0.79138,0.792,1.12782,1.12348,1.1259,1.12782,0.00596,0.00119,0.01148,0.00025,0.00087,0.00047,0.00033,0.02458,0.00138,0.0,0.0,0.003,0.00062,0.99894,0.99973,5,Three_Phase,1,0.023357
1.03282,0.05194,0.05241,0.05204,0.94971,0.94926,0.94961,0.79174,0.79153,0.79137,1.12653,1.12558,1.13042,1.13042,0.00881,0.00257,0.01277,0.00101,0.00044,0.00058,0.0003,0.02387,0.00166,0.0,0.0,0.00536,0.00024,0.99973,0.99953,5,Three_Phase,1,0.026367
1.03303,0.05208,0.0519,0.05191,0.94958,0.94973,0.94972,0.79126,0.79184,0.79178,1.12654,1.12501,1.12753,1.12753,0.00251,0.01339,0.01129,0.00037,0.00018,0.00077,0.00069,0.02313,0.00137,0.0,0.0,0.00226,0.00046,1.00074,1.00065,5,Three_Phase,1,0.029764
1.03312,0.0519,0.05228,0.05169,0.94976,0.9494,0.94992,0.79187,0.79168,0.79147,1.12933,1.12132,1.12564,1.12933,0.01303,0.01032,0.00232,0.00069,0.00072,0.00034,0.00069,0.02607,0.00187,0.0,0.0,0.00613,0.00026,0.99976,0.99949,5,Three_Phase,1,0.033598
1.03303,0.05222,0.05196,0.05156,0.94945,0.9497,0.95005,0.79185,0.79097,0.7912,1.12755,1.1236,1.12632,1.12755,0.00501,0.00619,0.00649,0.00119,0.00105,0.00045,0.0003,0.02375,0.00213,0.0,0.0,0.00679,0.00064,0.99889,0.99918,5,Three_Phase,1,0.037927
1.03295,0.05169,0.05158,0.05163,0.94996,0.95007,0.95001,0.79136,0.79203,0.79164,1.12367,1.12499,1.12415,1.12499,0.00985,0.00988,0.00946,0.00049,0.00022,0.00049,0.00073,0.0266,0.0014,0.0,0.0,0.00108,0.00044,1.00085,1.00036,5,Three_Phase,1,0.042813
1.03313,0.05171,0.05207,0.05158,0.94995,0.94958,0.95008,0.79179,0.79184,0.79213,1.12488,1.12513,1.12787,1.12787,0.01115,0.00994,0.00215,0.00056,0.00042,0.00049,0.00052,0.02812,0.00165,0.0,0.0,0.00551,0.00027,1.00005,1.00043,5,Three_Phase,1,0.048329
1.03242,0.05146,0.05175,0.05186,0.95016,0.94989,0.94979,0.79172,0.79111,0.79164,1.13098,1.12771,1.12726,1.13098,0.00374,0.00867,0.0033,0.00017,0.00039,0.00027,0.00049,0.02293,0.00145,0.0,0.0,0.00454,0.00048,0.99923,0.9999,5,Three_Phase,1,0.054556
1.0329,0.05179,0.05165,0.05182,0.94986,0.94999,0.94982,0.79138,0.79153,0.79218,1.12879,1.12926,1.12388,1.12926,0.00911,0.0047,0.00516,0.00032,0.00033,0.00026,0.00051,0.02341,0.00162,0.0,0.0,0.0019,0.00061,1.00018,1.00101,5,Three_Phase,1,0.061585
1.03284,0.05192,0.05199,0.05159,0.94973,0.94964,0.95004,0.79194,0.79175,0.7917,1.12576,1.12689,1.12508,1.12689,0.00203,0.01438,0.0057,0.00028,0.0004,0.00068,0.00046,0.02513,0.00137,0.0,0.0,0.00475,0.00018,0.99977,0.9997,5,Three_Phase,1,0.069519
1.03301,0.05217,0.05205,0.0523,0.9495,0.94961,0.94938,0.79169,0.79203,0.79129,1.12844,1.13486,1.12718,1.13486,0.01112,0.00447,0.00917,0.00061,0.0005,0.0003,0.00016,0.02151,0.00175,0.0,0.0,0.00242,0.00048,1.00043,0.9995,5,Three_Phase,1,0.078476
1.0322,0.05206,0.05208,0.0519,0.94956,0.94958,0.94976,0.79115,0.79125,0.7915,1.12852,1.1285,1.12867,1.12867,0.01039,0.00736,0.00374,0.00013,0.0002,0.00036,0.00055,0.02663,0.00145,0.0,0.0,0.00221,0.00026,1.00012,1.00045,5,Three_Phase,1,0.088587
1.03277,0.05154,0.05215,0.05201,0.9501,0.94953,0.94968,0.79149,0.79125,0.79174,1.12788,1.1277,1.13002,1.13002,0.00636,0.00176,0.02301,0.00047,0.00057,0.00025,0.00026,0.03567,0.00198,0.0,0.0,0.00692,0.00031,0.9997,1.00032,5,Three_Phase,1,0.1
1.0334,0.70286,1.00131,1.00136,0.31986,0.03087,0.03074,0.79846,0.30005,0.30006,1.03302,0.43359,0.4337,1.03302,0.00083,0.00059,0.00063,0.00031,0.13413,0.00054,0.00032,0.00184,0.13414,0.0,0.0,0.22064,0.71274,0.37578,0.3758,1,Line_to_Ground,2,0.0
1.0324,0.70354,1.00209,1.0015,0.31854,0.02944,0.03074,0.79833,0.30012,0.29974,1.03159,0.43091,0.43137,1.03159,0.00036,0.00077,0.00072,0.00076,0.13425,0.0008,0.0018,0.00204,0.13426,0.0,0.0,0.22035,0.71292,0.37593,0.37546,1,Line_to_Ground,2,0.001
1.03292,0.70324,1.00134,1.00128,0.31918,0.03033,0.03066,0.79869,0.30019,0.30009,1.03132,0.43462,0.43295,1.03132,0.00045,0.00058,0.00022,0.0002,0.13369,0.00182,0.00165,0.00154,0.1337,0.0,0.0,0.22032,0.71274,0.37585,0.37573,1,Line_to_Ground,2,0.001129
1.03308,0.70276,1.00169,1.00125,0.31974,0.02972,0.03048,0.79908,0.29979,0.30033,1.03552,0.42789,0.43061,1.03552,0.00065,0.00088,0.0005,0.0001,0.1338,0.0021,0.00077,0.00193,0.13382,0.0,0.0,0.2208,0.71329,0.37517,0.37585,1,Line_to_Ground,2,0.001274
1.03297,0.70346,1.00138,1.00187,0.319,0.03046,0.03033,0.79867,0.29988,0.30019,1.03173,0.43116,0.43248,1.03173,0.00041,0.00016,0.00036,0.00023,0.13426,0.00143,9e-05,0.00143,0.13427,0.0,0.0,0.22032,0.71298,0.37547,0.37586,1,Line_to_Ground,2,0.001438
1.03289,0.70303,1.00102,1.00151,0.31935,0.03051,0.03099,0.79841,0.29968,0.3004,1.03745,0.43218,0.43232,1.03745,0.00031,0.00084,0.00109,0.00041,0.13382,0.00122,0.00119,0.00217,0.13383,0.0,0.0,0.22046,0.71273,0.37534,0.37625,1,Line_to_Ground,2,0.001624
1.03239,0.7032,1.00121,1.00125,0.31886,0.03058,0.03041,0.79876,0.30033,0.30072,1.03624,0.43489,0.43267,1.03624,0.00077,0.00075,0.00046,0.0003,0.13438,0.00134,0.00165,0.0021,0.13439,0.0,0.0,0.2203,0.71186,0.376,0.37648,1,Line_to_Ground,2,0.001833
1.03241,0.70324,1.00151,1.00128,0.31884,0.03049,0.03033,0.79913,0.29983,0.30033,1.03161,0.43474,0.42899,1.03161,0.00043,0.00015,0.00045,0.00041,0.13368,0.00079,0.0009,0.00204,0.13369,0.0,0.0,0.22037,0.71329,0.37519,0.37583,1,Line_to_Ground,2,0.002069
1.03319,0.70317,1.00183,1.00112,0.31942,0.02943,0.03046,0.79874,0.29974,0.29986,1.03191,0.43003,0.42827,1.03191,0.00042,0.00067,0.00028,0.00046,0.13431,0.00176,0.00139,0.0018,0.13432,0.0,0.0,0.22047,0.71361,0.37526,0.37542,1,Line_to_Ground,2,0.002336
1.03264,0.7033,1.00119,1.00169,0.31893,0.0305,0.03007,0.79862,0.30035,0.2999,1.03694,0.43249,0.43143,1.03694,0.00028,0.00049,0.00047,0.00021,0.13444,0.00136,0.00205,0.00191,0.13445,0.0,0.0,0.22034,0.71271,0.37608,0.37552,1,Line_to_Ground,2,0.002637
1.0335,0.70309,1.00201,1.00108,0.3197,0.02986,0.03075,0.79883,0.29964,0.30011,1.03045,0.43255,0.43465,1.03045,0.00083,0.00072,0.00049,0.00057,0.13428,0.00101,0.00142,0.00205,0.13429,0.0,0.0,0.22057,0.71352,0.3751,0.37568,1,Line_to_Ground,2,0.002976
1.03295,0.70361,1.00166,1.00193,0.31883,0.02976,0.03066,0.79834,0.29995,0.29992,1.0305,0.43914,0.43229,1.0305,0.00087,0.00042,0.00033,0.00021,0.13405,0.00075,0.00289,0.0019,0.13406,0.0,0.0,0.22029,0.71291,0.37572,0.37568,1,Line_to_Ground,2,0.00336
1.03313,0.70382,1.00186,1.00169,0.31875,0.02966,0.03018,0.7987,0.29986,0.29995,1.03492,0.43065,0.42852,1.03492,0.00048,6e-05,0.0008,0.00071,0.13396,0.00149,0.00042,0.00222,0.13397,0.0,0.0,0.22011,0.71332,0.37544,0.37555,1,Line_to_Ground,2,0.003793
1.03208,0.70394,1.00179,1.00206,0.31794,0.03051,0.02985,0.79867,0.29983,0.30009,1.03443,0.42937,0.43291,1.03443,0.00069,0.00051,0.00033,0.00041,0.13459,0.00141,0.00108,0.00153,0.13459,0.0,0.0,0.22009,0.71317,0.37541,0.37573,1,Line_to_Ground,2,0.004281
1.03326,0.70413,1.00188,1.0021,0.31854,0.02969,0.03005,0.79877,0.30008,0.3003,1.03332,0.43456,0.43033,1.03332,0.00037,0.00029,0.0006,0.00064,0.13319,0.00165,0.00284,0.00181,0.1332,0.0,0.0,0.21998,0.71269,0.37568,0.37595,1,Line_to_Ground,2,0.004833
1.03249,0.70397,1.00159,1.0016,0.31818,0.02963,0.03016,0.79889,0.30038,0.29991,1.03244,0.4339,0.43363,1.03244,0.0004,0.00083,0.00117,0.00053,0.13473,0.00211,0.00131,0.00212,0.13474,0.0,0.0,0.21988,0.71291,0.376,0.37541,1,Line_to_Ground,2,0.005456
1.03338,0.70393,1.00139,1.00178,0.31881,0.0301,0.02978,0.79824,0.30065,0.30027,1.03345,0.43387,0.43311,1.03345,0.00085,0.00116,0.00038,0.00054,0.13408,0.00113,0.00051,0.00198,0.13409,0.0,0.0,0.21991,0.71154,0.37664,0.37617,1,Line_to_Ground,2,0.006158
1.03296,0.70404,1.00168,1.0025,0.31842,0.03033,0.02951,0.79865,0.30027,0.29993,1.03151,0.43255,0.43312,1.03151,0.0009,0.00046,0.00051,0.00081,0.13415,0.00122,0.00087,0.00173,0.13416,0.0,0.0,0.22011,0.71279,0.37598,0.37555,1,Line_to_Ground,2,0.006952
1.03309,0.70485,1.00194,1.00124,0.31773,0.02979,0.031,0.79874,0.2997,0.29987,1.03468,0.43028,0.4338,1.03468,0.001,0.0001,0.00096,0.00054,0.13368,0.00044,0.00085,0.00166,0.13368,0.0,0.0,0.21916,0.71364,0.37522,0.37543,1,Line_to_Ground,2,0.007848
1.03269,0.70459,1.00181,1.00182,0.31771,0.03045,0.02975,0.79896,0.29966,0.30057,1.03131,0.43811,0.43492,1.03131,0.00081,0.00035,0.00054,0.00031,0.13409,0.00071,0.00037,0.00177,0.1341,0.0,0.0,0.2195,0.71305,0.37506,0.3762,1,Line_to_Ground,2,0.008859
1.03285,0.70494,1.00137,1.00174,0.31748,0.03055,0.02993,0.79799,0.29969,0.30058,1.03232,0.43601,0.4318,1.03232,0.00017,0.00107,0.00019,0.00041,0.1342,0.00068,0.00247,0.00158,0.13421,0.0,0.0,0.21906,0.7121,0.37556,0.37667,1,Line_to_Ground,2,0.01
1.03277,0.70443,1.00133,1.00141,0.31793,0.03093,0.03031,0.79852,0.30024,0.30041,1.03543,0.43252,0.43587,1.03543,0.00035,2e-05,0.00074,0.0002,0.13429,0.00033,0.00232,0.00212,0.1343,0.0,0.0,0.21938,0.71213,0.37599,0.37621,1,Line_to_Ground,2,0.011288
1.03273,0.7051,1.00129,1.00157,0.31725,0.03067,0.03018,0.79841,0.30006,0.30004,1.03927,0.43465,0.43905,1.03927,0.00048,0.00055,0.00022,0.00105,0.13365,0.0007,0.00178,0.00156,0.13366,0.0,0.0,0.21886,0.7127,0.37582,0.3758,1,Line_to_Ground,2,0.012743
1.0332,0.70519,1.00194,1.00104,0.31747,0.0299,0.03067,0.79941,0.29955,0.29979,1.03535,0.43462,0.43454,1.03535,0.00066,0.00021,0.00096,0.00027,0.13363,0.00048,0.00183,0.00168,0.13364,0.0,0.0,0.21882,0.71455,0.37471,0.37502,1,Line_to_Ground,2,0.014384
1.03302,0.7058,1.00174,1.00185,0.31676,0.03045,0.02996,0.7986,0.29957,0.3003,1.03168,0.42941,0.4303,1.03168,0.00049,9e-05,0.00073,0.00013,0.13348,0.0024,0.00266,0.00208,0.13348,0.0,0.0,0.21849,0.71316,0.37512,0.37603,1,Line_to_Ground,2,0.016238
1.03298,0.70629,1.00179,1.00209,0.31626,0.03039,0.0297,0.79898,0.29931,0.30034,1.03391,0.43751,0.43509,1.03391,0.0004,0.00053,0.00082,0.00024,0.13416,0.00033,0.00194,0.00166,0.13416,0.0,0.0,0.21818,0.71377,0.37462,0.3759,1,Line_to_Ground,2,0.01833
1.03301,0.70683,1.00246,1.00244,0.31575,0.02975,0.02911,0.79827,0.30016,0.29997,1.03527,0.43474,0.43409,1.03527,0.00045,0.00045,0.00026,0.00076,0.13417,0.00176,0.00191,0.00169,0.13418,0.0,0.0,0.21803,0.71254,0.37601,0.37577,1,Line_to_Ground,2,0.020691
1.03339,0.70669,1.00225,1.00167,0.31615,0.02999,0.0301,0.79865,0.30049,0.30069,1.03599,0.43046,0.4335,1.03599,0.00031,0.00054,0.00103,0.00043,0.13452,0.00132,0.00185,0.00259,0.13452,0.0,0.0,0.21786,0.7116,0.37625,0.3765,1,Line_to_Ground,2,0.023357
1.03325,0.70715,1.00163,1.00216,0.31561,0.02963,0.02974,0.79892,0.30059,0.29972,1.03612,0.43602,0.43097,1.03612,0.00055,0.00085,0.00054,0.0004,0.13456,0.0007,0.00057,0.00181,0.13457,0.0,0.0,0.21745,0.71292,0.37624,0.37515,1,Line_to_Ground,2,0.026367
1.03244,0.70773,1.00274,1.00203,0.31451,0.02951,0.03008,0.79905,0.30006,0.29994,1.03205,0.43702,0.43225,1.03205,0.001,0.00049,0.00063,0.00013,0.13473,0.00055,0.00119,0.00201,0.13475,0.0,0.0,0.21726,0.71341,0.37553,0.37537,1,Line_to_Ground,2,0.029764
1.03296,0.70886,1.00176,1.00231,0.31375,0.02955,0.02968,0.79874,0.30036,0.29978,1.03255,0.43252,0.43195,1.03255,0.00031,0.00058,0.00044,0.00131,0.13343,0.00281,0.00128,0.0022,0.13344,0.0,0.0,0.21613,0.71295,0.37605,0.37531,1,Line_to_Ground,2,0.033598
1.03286,0.70859,1.00214,1.00186,0.31395,0.02911,0.02998,0.7985,0.30021,0.30018,1.03201,0.43419,0.43587,1.03201,0.00076,0.00028,0.00023,0.00056,0.13398,0.00167,0.00026,0.00166,0.134,0.0,0.0,0.21633,0.71243,0.37597,0.37593,1,Line_to_Ground,2,0.037927
1.03258,0.7091,1.00237,1.00254,0.31327,0.02973,0.02976,0.79877,0.30003,0.30016,1.0302,0.4302,0.43242,1.0302,0.00066,0.00122,0.00048,0.00053,0.13351,0.00105,0.00062,0.00192,0.13351,0.0,0.0,0.21618,0.71292,0.37562,0.37578,1,Line_to_Ground,2,0.042813
1.03355,0.71066,1.00246,1.00184,0.31241,0.03006,0.03035,0.79834,0.29909,0.30002,1.03279,0.43142,0.43401,1.03279,0.0003,0.00057,0.0005,0.00047,0.13387,0.0006,0.00056,0.00191,0.13388,0.0,0.0,0.21473,0.71385,0.37464,0.37581,1,Line_to_Ground,2,0.048329
1.03303,0.7119,1.00227,1.00253,0.31086,0.0298,0.02933,0.79802,0.29995,0.30043,1.03298,0.43355,0.4318,1.03298,0.00057,0.00047,0.0002,0.00039,0.13422,0.00113,0.00156,0.00175,0.13423,0.0,0.0,0.21386,0.71199,0.37587,0.37647,1,Line_to_Ground,2,0.054556
1.03274,0.71265,1.00285,1.00308,0.30994,0.02926,0.02881,0.79851,0.30019,0.30044,1.02948,0.43305,0.42959,1.02948,0.00084,0.00054,0.00025,0.00054,0.13428,0.00077,0.00204,0.00188,0.1343,0.0,0.0,0.21358,0.71215,0.37593,0.37625,1,Line_to_Ground,2,0.061585
1.03286,0.71307,1.00284,1.00223,0.30961,0.02966,0.02994,0.79872,0.29983,0.3007,1.03316,0.43389,0.43644,1.03316,0.00017,0.00119,0.00068,0.0003,0.13385,0.0018,0.00177,0.00203,0.13385,0.0,0.0,0.21299,0.71246,0.37539,0.37648,1,Line_to_Ground,2,0.069519
1.03315,0.71527,1.00237,1.00257,0.30768,0.02938,0.02908,0.79885,0.30053,0.29941,1.03241,0.43354,0.43105,1.03241,0.0002,0.00056,0.00017,0.00053,0.13404,0.00244,0.00034,0.00152,0.13405,0.0,0.0,0.21116,0.71331,0.3762,0.3748,1,Line_to_Ground,2,0.078476
1.03288,0.71617,1.00302,1.00307,0.30663,0.02861,0.02902,0.79864,0.30029,0.29988,1.03621,0.43172,0.43118,1.03621,0.00061,0.00043,0.00039,0.00049,0.13386,0.00096,0.00095,0.00138,0.13387,0.0,0.0,0.21076,0.71282,0.37601,0.37549,1,Line_to_Ground,2,0.088587
1.03294,0.71797,1.00277,1.00295,0.30493,0.02994,0.02872,0.79851,0.29994,0.30069,1.03056,0.43158,0.43314,1.03056,0.00099,0.00023,0.00075,0.00035,0.13341,0.00061,0.00049,0.00267,0.13341,0.0,0.0,0.2092,0.71214,0.37563,0.37657,1,Line_to_Ground,2,0.1
1.03289,0.70759,1.00161,1.00174,0.31494,0.03019,0.03014,0.79851,0.29982,0.30048,1.03129,0.42957,0.43261,1.03129,0.00055,0.00024,0.00038,0.00017,0.13343,0.0008,0.00226,0.00171,0.13344,0.0,0.0,0.21696,0.71256,0.37547,0.3763,2,Line_to_Ground,2,0.0
1.03317,0.7076,1.00206,1.00227,0.31512,0.03005,0.02932,0.79865,0.30022,0.29994,1.03221,0.43471,0.43084,1.03221,0.00035,0.00025,0.00052,0.00061,0.13458,0.00082,0.00167,0.00205,0.13459,0.0,0.0,0.21723,0.71285,0.3759,0.37556,2,Line_to_Ground,2,0.001
1.0333,0.70783,1.00157,1.00156,0.31498,0.03014,0.03036,0.79886,0.29981,0.30016,1.03553,0.43261,0.434,1.03553,0.00048,0.00107,0.00051,0.00058,0.13455,0.0023,0.00068,0.00179,0.13456,0.0,0.0,0.2167,0.71328,0.37529,0.37573,2,Line_to_Ground,2,0.001129
1.03257,0.7082,1.00192,1.00215,0.31414,0.03033,0.02973,0.79896,0.30023,0.30006,1.03545,0.43055,0.42933,1.03545,0.0004,0.00084,0.00032,0.00075,0.13405,0.00201,0.00145,0.00144,0.13407,0.0,0.0,0.21667,0.71297,0.37578,0.37556,2,Line_to_Ground,2,0.001274
1.03336,0.70831,1.00244,1.00161,0.31455,0.02961,0.03052,0.79852,0.30022,0.29977,1.03097,0.43469,0.43413,1.03097,0.00039,0.00034,0.00014,0.00047,0.13421,0.00047,0.00071,0.00147,0.13422,0.0,0.0,0.21657,0.71294,0.37597,0.3754,2,Line_to_Ground,2,0.001438
1.03297,0.70825,1.0016,1.00177,0.31435,0.02991,0.02964,0.79858,0.29997,0.30018,1.03411,0.43465,0.43345,1.03411,0.00111,0.00103,0.00019,0.00023,0.13344,0.00146,0.00096,0.00185,0.13345,0.0,0.0,0.21642,0.7128,0.37563,0.37589,2,Line_to_Ground,2,0.001624
1.03268,0.70822,1.00162,1.00219,0.31419,0.03021,0.02937,0.79829,0.29977,0.30018,1.03289,0.4315,0.43441,1.03289,0.00072,0.00035,0.0004,0.00038,0.13477,0.00128,0.00066,0.00179,0.13477,0.0,0.0,0.21658,0.71277,0.37552,0.37602,2,Line_to_Ground,2,0.001833
1.03275,0.70847,1.00225,1.00199,0.314,0.02979,0.03019,0.7984,0.29984,0.30039,1.02992,0.43201,0.42979,1.02992,0.00014,0.00028,0.00052,0.00049,0.13432,0.00157,0.00104,0.00169,0.13433,0.0,0.0,0.2165,0.71253,0.37555,0.37625,2,Line_to_Ground,2,0.002069
1.0328,0.70823,1.00197,1.00219,0.31426,0.03015,0.02946,0.7994,0.30036,0.30008,1.03248,0.4359,0.43026,1.03248,0.00056,0.00081,0.00063,0.00042,0.13419,0.00223,0.00085,0.00194,0.1342,0.0,0.0,0.21668,0.7132,0.37573,0.37538,2,Line_to_Ground,2,0.002336
1.03245,0.70801,1.00214,1.00236,0.31424,0.02971,0.02922,0.79887,0.29998,0.30044,1.02953,0.43205,0.43478,1.02953,9e-05,0.00062,0.0005,0.00011,0.13425,0.00131,0.00113,0.00177,0.13426,0.0,0.0,0.21695,0.71272,0.37551,0.37609,2,Line_to_Ground,2,0.002637
1.03293,0.70856,1.00116,1.00217,0.31403,0.03063,0.02969,0.79868,0.29984,0.29975,1.03106,0.43388,0.43331,1.03106,0.00076,0.00039,0.00039,0.00043,0.13404,0.00321,0.00114,0.00156,0.13405,0.0,0.0,0.21616,0.71357,0.37542,0.3753,2,Line_to_Ground,2,0.002976
1.0329,0.70861,1.00213,1.0021,0.31396,0.03,0.02959,0.79761,0.30025,0.30048,1.03582,0.43389,0.43545,1.03582,0.00037,0.00025,0.00026,0.00045,0.13321,0.00106,0.0009,0.00191,0.13322,0.0,0.0,0.21638,0.7112,0.37644,0.37672,2,Line_to_Ground,2,0.00336
1.03291,0.70801,1.00227,1.002,0.31455,0.02972,0.03031,0.79872,0.30022,0.30049,1.03242,0.43009,0.43732,1.03242,0.00084,0.00024,0.00084,0.00017,0.13363,0.00116,0.00156,0.00191,0.13364,0.0,0.0,0.21688,0.71224,0.37587,0.37622,2,Line_to_Ground,2,0.003793
1.03253,0.70842,1.00241,1.00188,0.31389,0.02943,0.02999,0.79889,0.29994,0.29963,1.03334,0.4295,0.43061,1.03334,0.00062,0.00078,0.00025,0.00019,0.13379,0.00106,0.00246,0.00183,0.1338,0.0,0.0,0.21655,0.7138,0.37544,0.37505,2,Line_to_Ground,2,0.004281
1.03275,0.70876,1.00174,1.00184,0.31371,0.03015,0.03039,0.79878,0.30012,0.30029,1.03135,0.43121,0.42954,1.03135,0.00063,0.00049,0.00026,0.00075,0.13394,0.00261,0.00135,0.00148,0.13394,0.0,0.0,0.21608,0.71266,0.37572,0.37594,2,Line_to_Ground,2,0.004833
1.03304,0.70855,1.00192,1.00242,0.31411,0.02978,0.02928,0.79837,0.30009,0.30007,1.03397,0.43105,0.43006,1.03397,0.00047,0.00061,0.00113,0.0004,0.13389,0.00072,0.00096,0.00198,0.13389,0.0,0.0,0.21646,0.71259,0.37588,0.37585,2,Line_to_Ground,2,0.005456
1.03313,0.70877,1.00215,1.0021,0.31395,0.02979,0.02932,0.79899,0.29967,0.29984,1.03082,0.43145,0.42975,1.03082,0.00027,0.00075,0.0004,0.00021,0.13413,0.00146,0.00043,0.00203,0.13413,0.0,0.0,0.21625,0.71396,0.37506,0.37527,2,Line_to_Ground,2,0.006158
1.03324,0.7091,1.00206,1.00187,0.31371,0.02951,0.03047,0.79921,0.30033,0.29985,1.03516,0.43195,0.43044,1.03516,0.00069,0.00042,0.00026,6e-05,0.13391,0.00045,0.00346,0.00191,0.13392,0.0,0.0,0.21589,0.71333,0.37579,0.37519,2,Line_to_Ground,2,0.006952
1.03238,0.70887,1.00199,1.00168,0.31337,0.03008,0.02982,0.7986,0.29997,0.30025,1.03007,0.43204,0.42938,1.03007,0.00066,0.00091,0.00069,0.00022,0.13352,0.00096,0.00103,0.00212,0.13353,0.0,0.0,0.21601,0.71273,0.37562,0.37597,2,Line_to_Ground,2,0.007848
1.03261,0.70967,1.00227,1.00202,0.31274,0.0294,0.03004,0.79838,0.30033,0.30036,1.03216,0.43474,0.43175,1.03216,0.00067,0.00031,0.00049,0.00016,0.13342,0.00115,0.00097,0.00139,0.13343,0.0,0.0,0.21553,0.71196,0.37617,0.37621,2,Line_to_Ground,2,0.008859
1.03289,0.70953,1.00239,1.00212,0.31306,0.02946,0.02987,0.79856,0.30025,0.30031,1.0311,0.43691,0.432,1.0311,0.00019,0.00026,0.00025,0.00019,0.13416,0.00037,0.00117,0.00201,0.13417,0.0,0.0,0.21571,0.71228,0.37599,0.37606,2,Line_to_Ground,2,0.01
1.03296,0.70939,1.00146,1.00225,0.31325,0.03067,0.02976,0.79803,0.30014,0.30035,1.03287,0.43076,0.43098,1.03287,0.00036,0.00085,0.0003,0.00061,0.13356,0.00095,0.00046,0.00183,0.13357,0.0,0.0,0.21559,0.71187,0.3761,0.37636,2,Line_to_Ground,2,0.011288
1.03287,0.70952,1.00194,1.00254,0.31306,0.0304,0.0297,0.79822,0.30018,0.30012,1.03492,0.43366,0.43366,1.03492,0.00048,0.00045,0.00089,0.00054,0.13417,0.00163,0.00129,0.00171,0.13418,0.0,0.0,0.21571,0.71229,0.37606,0.37598,2,Line_to_Ground,2,0.012743
1.03279,0.71016,1.0021,1.0021,0.31239,0.0298,0.0298,0.79875,0.30037,0.29958,1.03064,0.43139,0.43074,1.03064,0.00061,0.0015,0.00064,0.00024,0.13457,0.00094,0.00147,0.00225,0.13457,0.0,0.0,0.21511,0.7132,0.37605,0.37506,2,Line_to_Ground,2,0.014384
1.0328,0.71054,1.00252,1.00185,0.31202,0.02898,0.0304,0.79845,0.29987,0.30002,1.03261,0.43397,0.43432,1.03261,0.00084,0.00065,0.00041,0.00062,0.1337,0.00177,0.00074,0.00175,0.13371,0.0,0.0,0.21484,0.713,0.37556,0.37575,2,Line_to_Ground,2,0.016238
1.03342,0.71065,1.0024,1.00221,0.31233,0.02971,0.03001,0.79848,0.29998,0.30044,1.02949,0.42937,0.43047,1.02949,0.00064,0.00017,0.00053,8e-05,0.1337,0.00165,0.00235,0.0014,0.13371,0.0,0.0,0.21483,0.71237,0.37569,0.37627,2,Line_to_Ground,2,0.01833
1.03304,0.71169,1.00223,1.00246,0.31107,0.02991,0.03003,0.79855,0.30014,0.30012,1.03956,0.43423,0.43556,1.03956,0.00023,0.00092,0.00083,0.00038,0.1346,0.00144,0.00205,0.00225,0.13461,0.0,0.0,0.214,0.71263,0.37585,0.37583,2,Line_to_Ground,2,0.020691
1.03288,0.71148,1.00255,1.00185,0.31117,0.02895,0.03038,0.79877,0.3002,0.30057,1.03359,0.43122,0.43522,1.03359,0.00059,0.00127,0.00055,0.00089,0.13378,0.00195,0.00142,0.00215,0.13379,0.0,0.0,0.21409,0.7122,0.37583,0.3763,2,Line_to_Ground,2,0.023357
1.03331,0.71176,1.00227,1.00215,0.31119,0.0295,0.02985,0.79851,0.30046,0.3004,1.02865,0.43384,0.43419,1.02865,0.00043,0.00106,0.00047,0.00055,0.13364,0.00052,0.00136,0.00195,0.13365,0.0,0.0,0.21387,0.71186,0.37628,0.3762,2,Line_to_Ground,2,0.026367
1.03318,0.71263,1.00272,1.0022,0.31026,0.02892,0.02954,0.79842,0.29987,0.29974,1.02993,0.43116,0.43336,1.02993,0.00042,0.00056,0.00066,0.00077,0.13449,0.00179,0.00059,0.00161,0.1345,0.0,0.0,0.2133,0.7133,0.37558,0.37542,2,Line_to_Ground,2,0.029764
1.03315,0.71239,1.00253,1.00168,0.31047,0.029,0.03011,0.79879,0.29983,0.29972,1.03342,0.43165,0.42957,1.03342,6e-05,8e-05,0.00077,0.0006,0.13415,0.00084,0.00153,0.00167,0.13415,0.0,0.0,0.21329,0.71373,0.37536,0.37521,2,Line_to_Ground,2,0.033598
